Contract Year,Type,Client,Project,End Country,Application,Upgrade,Voltage,Inductive Rating,Capacitive Rating
2015,STATCOM,ABB,Delta House,Sweden,Pilot,N,8.6,20.0,20.0
2015,SVC,Kvaerner,Nyhamna SVC,Norway,Utility,N,132.0,200.0,200.0
2015,SVC,Comisión Federal de Electricidad,Carmen (PID 1804),Mexico,Utility,N,115.0,15.0,50.0
2014,SVC,Comisión Federal de Electricidad,La Higuera (PID 1902),Mexico,Utility,N,230.0,300.0,300.0
2014,SVC,Xcel Energy,China Draw,USA,Utility,N,230.0,70.0,135.0
2014,SVC,Xcel Energy,Roadrunner,USA,Utility,N,230.0,70.0,200.0
2014,SVC,PHI,Cedar SVC,USA,Utility,N,230.0,100.0,150.0
2014,STATCOM,US Steel Company,Fairfield EAF Facility,USA,Industry,N,33.0,0.0,220.0
2014,SVC,First Energy,Erie South,USA,Utility,N,230.0,100.0,250.0
2014,SVC,First Energy,New Castle SVC,USA,Utility,N,138.0,75.0,150.0
2014,SVC,First Energy,Lakeshore SVC,USA,Utility,N,138.0,100.0,250.0
2014,SVC,Danieli,IIC Steel,Egypt,Industry,N,22.0,0.0,85.0
2014,FSC,IPC,IPC Midpoint 2 SC,USA,Utility,N,230.0,,320.0
2014,FSC,IPC,IPC Midpoint 1 SC,USA,Utility,N,230.0,,320.0
2013,STATCOM,AUSENCO Kazakhmys PLC,Aktogay Sulphide Plant,Kazakhstan,Industry,N,35.0,32.0,32.0
2013,TCSC,National Grid Electricity Transmission,APC,England,Utility,N,400.0,,393.42
2013,STATCOM,Vattenfall AB,Pen y Cymoedd,W ales,Renewable,N,132.0,50.0,70.0
2013,TCSC,National Grid Electricity Transmission,Hutton TCSC 2,England,Utility,N,400.0,,393.42
2013,SVC,"Standard Steel, LLC",Standard Steel,USA,Industry,N,46.0,0.0,80.0
2013,SVC,CGN,El Estor,Guatemala,Industry,N,34.5,43.0,157.0
2013,SVC,JSW Steel Limited,JSW Steel,India,Industry,N,33.0,0.0,180.0
2013,SVC,Gulf Power,Alligator Swamp and Highland City 1,USA,Utility,N,230.0,100.0,125.0
2013,SVC,Gulf Power,Alligator Swamp and Highland City 2,USA,Utility,N,230.0,100.0,125.0
2013,SVC,EEB,Tunal SVC,Colombia,Utility,N,230.0,60.0,240.0
2013,FSC,Transener,Choele Choel & Olavarria,Argentina,Utility,Y,500.0,,
2013,SVC,Bechtel Chile Ltda,Minera Escondida,Chile,Industry,N,220.0,80.0,120.0
2013,SVC,Transgrid,Broken Hill 1,Australia,Utility,Y,220.0,,
2013,SVC,Transgrid,Broken Hill 2,Australia,Utility,Y,220.0,,
2013,SVC,First Energy,Waldo Run SVC,USA,Utility,N,138.0,25.0,75.0
2013,SVC,Alabama Power Company (APC),APC SVC Light V2,USA,Industry,N,34.5,0.0,220.0
2013,FSC,San Diego Gas & Electric,Imperial Valley East,USA,Utility,Y,500.0,,
2013,SVC,Powerlink,Blackwall,Australia,Utility,Y,275.0,50.0,250.0
2013,SVC,Hydro-Québec (HQ),Albanel SVC 1,Canada,Utility,Y,735.0,100.0,300.0
2013,SVC,Hydro-Québec (HQ),Albanel SVC 2,Canada,Utility,Y,735.0,100.0,300.0
2013,SVC,"Saudi Electricity Company, SEC",Shedgum & Faras SVC,Saudi Arabia,Utility,Y,380.0,200.0,0.0
2013,SVC,Tronox Minerals Sands,Namakwa Sands SVC,Sydafrika,Industry,Y,33.0,,
2013,SVC,Tennessee Valley Authority (TVA),TVA Davidson,USA,Utility,N,161.0,194.0,300.0
2013,SVC,"Arcelor Mittal, Coatesville",Coatesville,USA,Industry,Y,13.8,,
2012,FSC,Rio Tinto Alcan Inc.,Kitimat,Canada,Utility,N,315.0,0.0,208.0
2012,SVC,Dashiell,Piloncillo Ranch,USA,Industry,N,34.5,35.0,50.0
2012,SVC,Saudi Electricity Company,HHR 1&6,Saudi Arabia,Utility,N,380.0,300.0,600.0
2012,SVC,Transelec,Cardones SVC,Chile,Utility,N,220.0,60.0,100.0
2012,STATCOM,Danieli Far East Co. Ltd,POSCO SS Vina,Vietnam,Industry,N,33.0,0.0,144.0
2012,STATCOM,Evraz,Evraz SVC Light,Canada,Industry,N,14.4,0.0,80.0
2012,FSC,BC Hydro,Ruby Creek,Canada,Utility,N,500.0,,1050.0
2012,SVC,GoldCorp,Musselwhite Mine 1,Canada,Industry,N,13.8,0.0,30.0
2012,SVC,GoldCorp,Musselwhite Mine 2,Canada,Industry,N,13.8,0.0,30.0
2012,FSC,BC Hydro,Seymour Arms 1,Canada,Utility,N,500.0,,1266.0
2012,FSC,BC Hydro,Seymour Arms 2,Canada,Utility,N,500.0,,1266.0
2012,SVC,Oceanic Impex Trading DMCC,Sagamu Steel,Nigeria,Industry,N,33.0,0.0,40.0
2012,SVC,ZESA,Insukamini Upgrade,Zimbabwe,Utility,Y,330.0,,
2012,SVC,Pepco (PHI),Ocean City,USA,Utility,N,138.0,75.0,75.0
2012,SVC,Kamineni Steel & Power,Kamineni Steel & Power,India,Industry,N,33.0,0.0,90.0
2012,SVC,Landsnet,Klafastadir,Iceland,Utility,N,220.0,100.0,150.0
2012,STATCOM,MGI Steel Factory,MGI Suleymania,Iraq,Industry,N,33.0,0.0,164.0
2012,FSC,BC Hydro,Chapman Upgrade,Canada,Utility,Y,500.0,,
2012,FSC,BC Hydro,Bob Quinn,Canada,Utility,N,287.0,,56.0
2012,SVC,Xcel Energy,Forbes,USA,Utility,Y,500.0,,
2012,SVC,First Energy,Meadow Brook,USA,Utility,N,500.0,165.0,600.0
2012,SVC,First Energy,Hunterstown,USA,Utility,N,500.0,100.0,500.0
2012,SVC,Bangor Hydro Electric Company,Chester,USA,Utility,Y,345.0,,
2012,SVC,CFE,Texcoco,Mexico,Utility,Y,400.0,,
2012,SVC,CFE,T opilejo,Mexico,Utility,Y,400.0,,
2012,FSC,Idaho Power,Boise Bench SC (2),USA,Utility,N,230.0,0.0,150.0
2012,FSC,Idaho Power,Boise Bench SC (1),USA,Utility,N,230.0,0.0,150.0
2012,STATCOM PCS6000,DONG Energy A/S,Westermost Rough,England,Renewable,N,33.0,100.0,50.0
2012,STATCOM PCS6000,ScottishPower Renewables Ltd,Harestanes,Scotland,Renewable,N,33.0,68.0,68.0
2011,SVC,United Steel,United Steel,T aiwan,Industry,N,23.0,0.0,60.0
2011,SVC,Oncor,Parker,USA,Utility,N,345.0,265.0,300.0
2011,SVC,CFE,La Paz Site works,Mexico,Utility,N,400.0,300.0,300.0
2011,SVC,Powerlink,Ross Upgrade,Australia,Utility,Y,275.0,,
2011,SVC,Saudi Electricity Company,Ghazalah,Saudi Arabia,Utility,N,132.0,30.0,150.0
2011,SVC,American Electric Power (ETT),Hamilton 1,USA,Utility,N,138.0,25.0,100.0
2011,SVC,American Electric Power (ETT),Hamilton 2,USA,Utility,N,138.0,25.0,100.0
2011,SVC,American Electric Power (ETT),Tesla 1,USA,Utility,N,345.0,62.0,150.0
2011,SVC,American Electric Power (ETT),Tesla 2,USA,Utility,N,345.0,62.0,150.0
2011,SVC,Hydro-Québec,Nemiscau 1,Canada,Utility,Y,735.0,100.0,300.0
2011,SVC,Hydro-Québec,Nemiscau 2,Canada,Utility,Y,735.0,100.0,300.0
2011,SVC,Evraz,Evraz Upgrade,Canada,Industry,Y,15.0,,
2011,SVC,Hydro-Québec,Chateauguay Upgrade,Canada,Utility,Y,120.0,,
2011,SVC,Pepco (PHI),Indian River Upgrade,USA,Utility,Y,230.0,,
2011,SVC,Pepco (PHI),Nelson Upgrade,USA,Utility,Y,135.0,,
2011,SVC,Pepco (PHI),Cardiff Upgrade,USA,Utility,Y,230.0,,
2011,SVC,Rochester Gas & Electric,Station 124,USA,Utility,N,115.0,100.0,200.0
2011,STATCOM,ArcelorMittal,ArcelorMittal Bremen,Germany,Industry,N,30.0,32.0,48.0
2011,SVC,LKAB,LKAB Malmberget,Sweden,Industry,N,21.5,0.0,41.0
2011,SVC,Comisión Federal de Electricidad,Temascal (2nd part) Upgrade,Mexico,Utility,Y,400.0,,
2011,SVC,Elecnor,Anastacio,Brazil,Utility,N,230.0,50.0,50.0
2011,FSC,Pacific Gas & Electric,Table Mountain 3 Upgrade,USA,Utility,Y,500.0,,
2011,SVC,"Sohar Steel, SSSRM",SSSRM Upgrade,Oman,Industry,Y,33.0,0.0,30.0
2011,SVC,CHESF,Extremoz,Brazil,Utility,N,230.0,75.0,150.0
2011,OLC,Red Eléctrica de Espana,Twenties,Spain,Utility,N,220.0,,28.0
2011,SVC,Danieli,Andec,Ecuador,Industry,N,14.0,0.0,32.0
2011,SVC,Jindal Steel Power (JSPL),JSPL Angul,India,Industry,N,33.0,0.0,290.0
2011,STATCOM,Abul Khair Group,Chittagong 1,Bangladesh,Industry,N,33.0,0.0,110.0
2011,STATCOM,Abul Khair Group,Chittagong 2,Bangladesh,Industry,N,33.0,0.0,110.0
2011,SVC,Keystone,Keystone Upgrade,USA,Industry,Y,35.0,0.0,0.0
2011,SVC,National Transmission & Despatch (NT,DL Ca h) o r e,Pakistan,Utility,N,220.0,50.0,450.0
2011,SVC,Deacero,Saltillo,Mexico,Industry,N,35.0,0.0,275.0
2011,SVC,Hassoune Group,Ramco,Jordan,Industry,N,33.0,0.0,45.0
2011,STATCOM PCS6000,Nordex UK Ltd,Baillie PCS,Scotland,Renewable,N,33.0,12.5,12.5
2011,STATCOM PCS6000,Vestas Celtic Wind Technology Ltd,Middlemoor,England,Renewable,N,33.0,26.0,26.0
2011,STATCOM PCS6000,ScottishPower Renewables Ltd,Whitelee Extension - Phase 3,Scotland,Renewable,N,33.0,51.0,51.0
2010,SVC,Timken,Timken Upgrade,USA,Industry,Y,35.0,,
2010,SVC,Bofetti Impianti S.R.L,Arvedi,Italy,Industry,N,33.0,20.0,330.0
2010,SVC,Altalink,Hansman Lake,Canada,Utility,N,240.0,100.0,200.0
2010,SVC,Rio Tinto,Oyu Tolgoi 1,Mongolia,Utility,N,220.0,100.0,100.0
2010,SVC,Rio Tinto,Oyu Tolgoi 2,Mongolia,Utility,N,220.0,100.0,100.0
2010,SVC,Namakwa Sands,Namakwa Sands Upgrade,South Africa,Industry,Y,33.0,,
2010,SVC,Bangor Hydro,Chester Upgrade,USA,Utility,Y,345.0,0.0,12.5
2010,FSC,Eskom,Komsberg 1 Upgrade,South Africa,Utility,Y,400.0,,
2010,FSC,Eskom,Komsberg 2 Upgrade,South Africa,Utility,Y,400.0,,
2010,SVC,Pacific Gas & Electric,Garberville,USA,Utility,N,60.0,10.0,20.0
2010,SVC,Pacific Gas & Electric,Big River,USA,Utility,N,60.0,10.0,20.0
2010,SVC,Eletronorte,Sao Luis 2,Brazil,Utility,N,230.0,100.0,150.0
2010,SVC,Danieli,Posco Special Steel,S.Korea,Industry,N,30.0,0.0,95.0
2010,SVC,Comisión Federal de Electricidad,Topilejo Upgrade,Mexico,Utility,Y,400.0,,
2010,SVC,Eyser de Mexico,Tyasa,Mexico,Industry,N,14.0,0.0,90.0
2010,SVC,Shyeh Sheng,SSF Steel,T aiwan,Industry,N,23.0,0.0,80.0
2010,SVC,Rio Tinto,Juna Downs,Australia,Utility,N,220.0,100.0,100.0
2010,SVC,Transmantaro,Socabaya 1,Peru,Utility,N,220.0,100.0,300.0
2010,FSC,Transmantaro,Cotaruse-Mantaro 2,Peru,Utility,N,220.0,,387.0
2010,FSC,Transmantaro,Cotaruse-Mantaro 1,Peru,Utility,N,220.0,,387.0
2010,FSC,Transmantaro,Cotaruse-Socabaya 2,Peru,Utility,N,220.0,,415.0
2010,FSC,Transmantaro,Cotaruse-Socabaya 1,Peru,Utility,N,220.0,,415.0
2010,SVC,Eletronorte,Vilhena,Brazil,Utility,N,230.0,50.0,100.0
2010,STATCOM,Concast,South Steel,Saudi Arabia,Industry,N,33.0,0.0,175.0
2010,STATCOM PCS6000,ESB International (ESBI),Fullabrook Down,England,Renewable,N,33.0,13.0,26.0
2009,SVC,Calvisano,Calvisano,Italy,Industry,N,32.0,0.0,135.0
2009,SVC,National Grid USA,Leeds Upgrade,USA,Utility,Y,345.0,,
2009,SVC,Statnett,Kvandal Upgrade,Norway,Utility,Y,420.0,,
2009,SVC,Statnett,Nedre Rössåga Upgrade,Norway,Utility,Y,420.0,,
2009,SVC,Columbus Stainless,Columbus Mill Upgrade,South Africa,Rolling Mill,Y,33.0,0.0,55.0
2009,FSC,Hydro-Québec,Chamouchouane Nord 1 Upgrade,Canada,Utility,Y,735.0,,35.0
2009,FSC,Hydro-Québec,Chamouchouane Nord 2 Upgrade,Canada,Utility,Y,735.0,,35.0
2009,FSC,Hydro-Québec,Chamouchouane Nord 3 Upgrade,Canada,Utility,Y,735.0,,35.0
2009,SVC,Transelec,Polpaico,Chile,Utility,N,220.0,65.0,100.0
2009,SVC,Hydro-Québec,Chenier 1,Canada,Utility,N,735.0,300.0,300.0
2009,SVC,Hydro-Québec,Chenier 2,Canada,Utility,N,735.0,300.0,300.0
2009,SVC,Hydro One,Detweiler,Canada,Utility,N,230.0,30.0,350.0
2009,FSC,San Diego Gas & Electric,Suncrest,USA,Utility,N,525.0,,975.0
2009,FSC,North China Grid Company,Hangu 1,China,Utility,N,500.0,,417.0
2009,FSC,North China Grid Company,Hangu 2,China,Utility,N,500.0,,417.0
2009,SVC,Comisión Federal de Electricidad,La Ventosa (PID 1220),Mexico,Utility,N,400.0,300.0,300.0
2009,STATCOM,Transelec,Cerro Navia,Chile,Utility,N,220.0,65.0,140.0
2009,SVC,Abengoa,Tucurui-Manaus (Lot C),Brazil,Utility,N,500.0,200.0,200.0
2009,FSC,Idaho Power,Borah Upgrade,USA,Utility,Y,345.0,,130.0
2009,SVC,Société Nationale d'Électricité (SNEL),Karavia,Congo,Utility,N,220.0,75.0,75.0
2009,SVC,Visa Steel,VISA Steel,India,Industry,N,33.0,45.0,90.0
2009,SVC,Comisión Federal de Electricidad,Escarcega (PID 1204),Mexico,Utility,N,400.0,300.0,300.0
2009,FSC,Power Grid Corporation of India (PGCI,R) aipur 3,India,Utility,N,400.0,,197.0
2009,FSC,Power Grid Corporation of India (PGCI,R) aipur 4,India,Utility,N,400.0,,197.0
2009,SVC,Comisión Federal de Electricidad,El Palmar (PID 1201),Mexico,Utility,N,230.0,50.0,150.0
2009,SVC,Oncor,Renner 2,USA,Utility,N,138.0,265.0,300.0
2009,STATCOM,Danieli,UniSteel,Kuwait,Industry,N,33.0,0.0,164.0
2009,STATCOM,Danieli,GHC2,Un. Arab Emira,Industry,N,33.0,0.0,164.0
2009,SVC,Tung Ho,Tao Yuan Plant,T aiwan,Industry,N,33.0,0.0,165.0
2009,SVC,Koniambo Nickel SAS,Koniambo Nickel SAS,New Caledonia,Industry,N,63.0,0.0,200.0
2009,STATCOM PCS6000,Balfour Beatty Engineering Services Lt,Arecleoch,Scotland,Renewable,N,33.0,54.0,54.0
2008,FSC,Eskom,Beta 1,South Africa,Utility,N,765.0,,1350.0
2008,FSC,Eskom,Beta 2,South Africa,Utility,N,765.0,,1350.0
2008,FSC,Eskom,Alpha 1,South Africa,Utility,N,765.0,,450.0
2008,FSC,Eskom,Alpha 2,South Africa,Utility,N,765.0,,450.0
2008,FSC,Eskom,Perseus,South Africa,Utility,N,765.0,,900.0
2008,FSC,Eskom,Mercury,South Africa,Utility,N,765.0,,1125.0
2008,SVC,ArcelorMittal,Ispat Mexicana,Mexico,Industry,N,69.0,177.0,48.0
2008,FSC,Florida Power & Light Energy,Horse Hollow,USA,Utility,N,345.0,,400.0
2008,SVC,Pilsen Steel,Pilsen Steel,Czech Republi,Industry,N,22.0,0.0,70.0
2008,SVC,ArcelorMittal,Mittal Steel,Mexico,Industry,N,69.0,0.0,225.0
2008,SVC,Salem Steel,Salem Steel,India,Industry,N,35.0,0.0,60.0
2008,SVC,Oncor,Renner 1,USA,Utility,N,138.0,265.0,300.0
2008,FSC,Empresa Nacional de Electricidade,Gabela-Quileva,Angola,Utility,N,220.0,,30.0
2008,SVC,Abengoa,Cajamarca,Peru,Utility,N,220.0,60.0,120.0
2008,SVC,Altalink,Langdon Upgrade,Canada,Utility,Y,240.0,,
2008,SVC,Hydro One,Kirkland Lake,Canada,Utility,N,115.0,0.0,200.0
2008,SVC,Lo Toun Steel,Lo Toun,T aiwan,Industry,N,23.0,0.0,125.0
2008,SVC,Pacific Gas & Electric,Humboldt,USA,Utility,N,60.0,25.0,50.0
2008,FSC,Isolux,Ribeiro Goncalves 3,Brazil,Utility,N,500.0,,445.0
2008,FSC,Isolux,Ribeiro Goncalves 4,Brazil,Utility,N,500.0,,427.0
2008,SVC,LKAB,LKAB Kiruna,Sweden,Industry,N,6.0,0.0,35.0
2008,SVC,American Electric Power,Rio Pecos,USA,Utility,N,69.0,40.0,50.0
2008,FSC,Fingrid,Toumela,Finland,Utility,N,400.0,,301.0
2008,FSC,Fingrid,Asmunti,Finland,Utility,N,400.0,,369.0
2008,SVC,Hai Kwang,Hai-Kwang,T aiwan,Industry,N,23.0,0.0,65.0
2008,FSC,Comisión Federal de Electricidad,Lázaro Cárdenaz,Mexico,Utility,N,400.0,,506.0
2008,FSC,Comisión Federal de Electricidad,Piterera 1,Mexico,Utility,N,400.0,,232.0
2008,FSC,Comisión Federal de Electricidad,Piterera 2,Mexico,Utility,N,400.0,,232.0
2008,SVC,Nstar,Barnstable,USA,Utility,N,115.0,113.0,225.0
2008,STATCOM,Asia Special Steel,Asia Special Steel,Japan,Industry,N,22.0,10.0,90.0
2008,SVC,Beshay Steel,Esisco 2,Egypt,Industry,N,33.0,0.0,195.0
2008,SVC,Oncor,Parkdale 1,USA,Utility,N,138.0,265.0,300.0
2008,SVC,Oncor,Parkdale 2,USA,Utility,N,138.0,265.0,300.0
2008,SVC,Duferdofin,Duferdofin,Italy,Industry,N,30.0,0.0,175.0
2008,FSC,Hydro One,Nobel 1,Canada,Utility,N,500.0,,750.0
2008,FSC,Hydro One,Nobel 2,Canada,Utility,N,500.0,,750.0
2008,SVC,Magnitogorsk Iron & Steel (MMK),MMK,Turkey,Industry,N,35.0,0.0,330.0
2008,SVC,OneSteel,OneSteel,Australia,Industry,N,22.0,0.0,115.0
2008,SVC,Danieli,AMET,Russia,Industry,N,33.0,0.0,100.0
2008,FSC,Eskom,Iziko 1,South Africa,Utility,N,400.0,,679.0
2008,FSC,Eskom,Iziko 2,South Africa,Utility,N,400.0,,697.0
2008,FSC,Eskom,Serumula,South Africa,Utility,N,400.0,,879.0
2008,SVC,Western Power,Southern Terminal,Australia,Utility,N,132.0,100.0,200.0
2007,SVC,Interconexión Eléctrica (ISA),Caño Limón,Colombia,Utility,N,35.0,0.0,85.0
2007,SVC,Beshay Steel,Esisco 1,Egypt,Industry,N,33.0,0.0,195.0
2007,FSC,Salt River Project,Silverking,USA,Utility,N,500.0,,314.0
2007,FSC,Salt River Project,Coronado,USA,Utility,N,500.0,,314.0
2007,SVC,Kosco,Kosco,S.Korea,Industry,N,22.0,0.0,140.0
2007,SVC,Dominion Power,Colington Upgrade,USA,Utility,Y,115.0,,
2007,SVC,Cemtas,Cemtas,Turkey,Industry,N,35.0,0.0,35.0
2007,SVC,Jindal Steel Power (JSPL),Jindal,India,Industry,N,33.0,0.0,200.0
2007,STATCOM,Siam Yamato Steel,Siam Yamato Steel,Thailand,Industry,N,22.0,0.0,120.0
2007,TCSC,Svenska Kraftnät,Stöde Upgrade,Sweden,Utility,Y,400.0,,
2007,SVC,Pervouralsk,Pervouralsk,Russia,Industry,N,35.0,0.0,110.0
2007,SVC,Emirate Steel,Emirate Steels,Un. Arab Emira,Industry,N,33.0,0.0,65.0
2007,SVC,Niksic,Niksic,Montenegro,Industry,N,35.0,0.0,90.0
2007,FSC,Ukrenergo,Dzjankoj,Ukraine,Utility,N,330.0,,189.0
2007,SVC,Bhushan Steel,Bhushan,India,Industry,N,33.0,0.0,185.0
2007,FSC,Pacific Gas & Electric,Vaca Dixon 2 Upgrade,USA,Utility,Y,500.0,,
2007,SVC,Eskom,Hydra 1 Upgrade,South Africa,Utility,Y,400.0,,
2007,SVC,Eskom,Hydra 2 Upgrade,South Africa,Utility,Y,400.0,,
2007,SVC,Eskom,Perseus 1 Upgrade,South Africa,Utility,Y,400.0,,
2007,SVC,Eskom,Perseus 2 Upgrade,South Africa,Utility,Y,400.0,,
2007,SVC,Eskom,Poseidon Upgrade,South Africa,Utility,Y,400.0,,
2007,DynaPeaQ,UK Power Networks,Norfolk Dynamic Energy Storage,United Kingdo,Utility,N,11.0,0.6,0.7
2007,SVC,Icdas,Istanbul 3,Turkey,Industry,N,35.0,0.0,300.0
2007,SVC,Statnett,Hasle Upgrade,Norway,Utility,Y,420.0,,
2007,SVC,Powerlink,W oolooga,Australia,Utility,N,275.0,100.0,350.0
2007,SVC,Statnett,Viklandet,Norway,Utility,N,420.0,250.0,250.0
2007,SVC,Statnett,Tunnsjödal,Norway,Utility,N,420.0,250.0,250.0
2007,SVC,First Energy,Atlantic Upgrade,USA,Utility,Y,230.0,,
2007,SVC,Commercial Metals Company,Mesa,USA,Industry,N,35.0,0.0,40.0
2007,FSC,Idaho Power,Three Mile Knoll,USA,Utility,N,345.0,,465.0
2007,SVC,Manitoba Hydro,Birchtree,Canada,Utility,N,230.0,60.0,185.0
2007,STATCOM,Société Nationale des Chemins de fer,Mraensçnaaisy (SNCF),France,Utility,N,63.0,15.0,15.0
2007,FSC,Furnas,Itumbiara,Brazil,Utility,N,230.0,,34.0
2007,FSC,Furnas,Rio Verde 1,Brazil,Utility,N,230.0,,34.0
2007,FSC,Furnas,Rio Verde 2,Brazil,Utility,N,230.0,,37.0
2007,SVC,London Underground (LUL),Wood Green,United Kingdo,Utility,N,11.0,16.0,16.0
2007,SVC,Mineracao Onca Puma,Onca Puma 1,Brazil,Industry,N,35.0,0.0,140.0
2007,SVC,Mineracao Onca Puma,Onca Puma 2,Brazil,Industry,N,35.0,0.0,140.0
2007,SVC,Luz y Fuerza,La Paz,Mexico,Utility,N,400.0,300.0,300.0
2007,STATCOM PCS6000,Nordex UK Ltd,Little Cheyne Court,England,Renewable,N,33.0,24.0,24.0
2007,STATCOM PCS6000,Nordex UK Ltd,Scout Moor,England,Renewable,N,33.0,24.0,24.0
2006,SVC,Ramsharup,Ramsharup,India,Industry,N,33.0,0.0,80.0
2006,SVC,Nucor,Nucor Plymouth Upgrade,USA,Industry,Y,35.0,0.0,32.0
2006,SVC,Electranet,South East 1 Upgrade,Australia,Utility,Y,275.0,0.0,80.0
2006,SVC,Electranet,South East 2 Upgrade,Australia,Utility,Y,275.0,,
2006,SVC,Tucson Electric Power,Northeast,USA,Utility,N,138.0,75.0,200.0
2006,SVC,Xcel Energy,Tuco,USA,Utility,N,230.0,50.0,150.0
2006,SVC,Allegheny Power,Black Oak,USA,Utility,N,500.0,145.0,575.0
2006,FSC,Power Grid Corporation of India (PGCI,R) anchi 1,India,Utility,N,400.0,,396.0
2006,FSC,Power Grid Corporation of India (PGCI,R) anchi 2,India,Utility,N,400.0,,396.0
2006,FSC,Hydro-Québec,Des Hetres,Canada,Utility,N,230.0,,108.0
2006,FSC,Abengoa,Itacaiunas,Brazil,Utility,N,500.0,,431.0
2006,SVC,NSC-Tisco,Tisco,China,Industry,N,35.0,0.0,100.0
2006,SVC,Yazici Steel,Yazici Steel,Turkey,Industry,N,32.0,0.0,100.0
2006,SVC,Bao Steel,Bao Steel,China,Industry,N,33.0,0.0,180.0
2006,SVC,Al Fouladh,El Fouladh,Tunisia,Industry,N,11.0,0.0,45.0
2006,SVC,Pepco (PHI),Dennis,USA,Utility,N,230.0,100.0,150.0
2006,SVC,PEME,SSSRM,Oman,Industry,N,33.0,30.0,45.0
2006,SVC,Duke Power,Beckerdite,USA,Utility,N,100.0,100.0,300.0
2006,SVC,Balboa,Balboa DC,Spain,Industry,N,20.0,0.0,80.0
2006,SVC,American Electric Power,Bluff Creek,USA,Utility,N,35.0,40.0,50.0
2006,SVC,Saudi Electricity Company,Medinah South,Saudi Arabia,Utility,N,110.0,60.0,600.0
2006,SVC,Saudi Electricity Company,Jamia,Saudi Arabia,Utility,N,110.0,60.0,600.0
2006,SVC,Saudi Electricity Company,Faisaliyah,Saudi Arabia,Utility,N,110.0,60.0,600.0
2006,SVC,Bergara,Bergara,Spain,Industry,N,30.0,0.0,120.0
2006,SVC,Halyvourgiki,Halyvourgiki,Greece,Industry,N,22.0,0.0,115.0
2006,SVC,MRM,Gerdau Ameristeel,Canada,Industry,N,13.0,0.0,80.0
2006,SVC,P Madrid,P Madrid,Spain,Industry,N,30.0,0.0,120.0
2006,SVC,Corus Steel,Port Talbot 1 Upgrade,United Kingdo,Industry,Y,11.0,,
2006,SVC,Corus Steel,Port Talbot 2 Upgrade,United Kingdo,Industry,Y,11.0,,
2006,SVC,Balboa,Balboa,Spain,Industry,N,33.0,0.0,200.0
2006,STATCOM PCS6000,Vestas Celtic Wind Technology Ltd,Glanlee - Midas,Ireland,Renewable,N,21.0,12.5,12.5
2006,STATCOM PCS6000,BASF PETRONAS Chemicals,GTREM,Malaysia,Industry,N,11.0,13.0,13.0
2006,STATCOM PCS6000,Gunung Gahapi Sakti PT,Gahapi Arc Furnace,Indonesia,Industry,N,20.0,10.0,30.0
2006,STATCOM PCS6000,Vestas Celtic Wind Technology Ltd,Braes of Doune,Scotland,Renewable,N,33.0,25.0,25.0
2006,STATCOM PCS6000,British Columbia Transmission Corpora,tBioCnTC,Canada,Utility,N,138.0,72.0,72.0
2005,SVC,Alfa Acciai,Alfa Acciai,Italy,Industry,N,23.0,0.0,163.0
2005,STATCOM,Gerdau,Gerdau Charlotte,USA,Industry,N,13.0,0.0,64.0
2005,SVC,Comisión Federal de Electricidad,Culiacan 2 Upgrade,Mexico,Utility,Y,230.0,,
2005,SVC,Belgo,Piracicaba,Brazil,Industry,N,33.0,10.0,130.0
2005,SVC,American Electric Power,Crane,USA,Utility,N,69.0,40.0,50.0
2005,SVC,American Electric Power,Dilley,USA,Utility,N,69.0,40.0,50.0
2005,SVC,American Electric Power,Airline,USA,Utility,N,69.0,40.0,50.0
2005,SVC,Transelec,Puerto Montt,Chile,Utility,N,220.0,40.0,70.0
2005,STATCOM,Voest Alpine,ZPSS,China,Industry,N,35.0,0.0,164.0
2005,FSC,Abengoa,S.Joao do Piaui,Brazil,Utility,N,500.0,,376.0
2005,FSC,Isolux,Ribeiro Goncalves 1,Brazil,Utility,N,500.0,,425.0
2005,FSC,Isolux,Ribeiro Goncalves 2,Brazil,Utility,N,500.0,,462.0
2005,SVC,Global Steel Wire,GSW /f10001,Spain,Industry,N,30.0,0.0,145.0
2005,FSC,San Diego Gas & Electric,Imperial Valley East,USA,Utility,N,500.0,,372.0
2005,SVC,Nervacero,Nervacero,Spain,Industry,N,32.0,0.0,140.0
2005,SVC,Tung Ho,Tung Ho,T aiwan,Industry,N,23.0,0.0,90.0
2005,SVC,Insig,Insig,Iran,Industry,N,33.0,0.0,105.0
2004,SVC,Comisión Federal de Electricidad,Moctezuma,Mexico,Utility,N,230.0,90.0,300.0
2004,SVC,Comisión Federal de Electricidad,Pie de la Cuesta,Mexico,Utility,N,230.0,50.0,150.0
2004,SVC,Comisión Federal de Electricidad,Cerro de Oro,Mexico,Utility,N,400.0,300.0,300.0
2004,SVC,Deacero,Deacero Celaya,Mexico,Industry,N,35.0,30.0,110.0
2004,FSC,Pacific Gas & Electric,Midway 4,USA,Utility,N,500.0,,504.0
2004,SVC,Réseau de Transport d'Électricité (RTE,)Poteau Rouge,France,Utility,N,225.0,100.0,200.0
2004,SVC,Réseau de Transport d'Électricité (RTE,)Plaine Haute,France,Utility,N,225.0,50.0,100.0
2004,SVC,Golden Valley Electric Association,Jarvis Creek,USA,Utility,N,138.0,8.0,45.0
